reference_year,state,rating_areas_age40,rating_areas_age60,slcsp_state_mean_age40,slcsp_state_mean_age60,slcsp_state_median_age40,slcsp_state_median_age60,fpl_single,gross_burden_age60_at400fpl,gross_burden_age40_at400fpl,gross_burden_excess_age60_over_8p5,pre_2021_age60_excess_burden,high_pre_premium_burden
2021,NH,1,1,332.98,707.13,332.98,707.13,12880,0.16470419254658383,0.07755745341614907,0.07970419254658383,0.13378624950850765,0
2021,NM,5,5,348.68600000000004,740.4799999999999,349.65,742.52,12880,0.17247204968944096,0.08121568322981366,0.08747204968944096,0.11301866433730456,0
2021,OH,17,17,364.41411764705884,773.8794117647059,366.38,778.06,12880,0.1802514157837048,0.084879064669346,0.09525141578370479,0.1111336829210811,0
2021,OK,5,5,545.3779999999999,1158.182,530.11,1125.75,12880,0.26976288819875777,0.12702903726708073,0.18476288819875775,0.23841625260318358,1
2021,OR,7,7,442.95714285714286,940.79,425.0,903.0,12880,0.2191281055900621,0.10317324755989353,0.1341281055900621,0.13668937478984075,0
2021,SC,46,46,463.1897826086956,983.6439130434783,457.31,971.15,12880,0.2291096070753443,0.1078858189305968,0.14410960707534431,0.18476105163007142,1
2021,SD,4,4,587.04,1246.6575,540.8199999999999,1148.505,12880,0.2903705357142857,0.13673291925465839,0.2053705357142857,0.18652694154853924,1
2021,TN,8,8,479.1675,1017.58,443.43,941.69,12880,0.23701397515527953,0.11160733695652174,0.15201397515527953,0.23893967106594438,1
2021,TX,26,26,472.14653846153846,1002.6669230769231,452.81,961.6,12880,0.2335404323936933,0.10997201982799808,0.1485404323936933,0.16144879916698981,0
2021,UT,6,6,500.34666666666664,1014.8916666666668,496.28000000000003,1006.645,12880,0.23638781055900623,0.11654037267080745,0.15138781055900624,0.19236762729021772,1
2021,VA,12,12,496.0925,1053.5166666666667,492.48,1045.8400000000001,12880,0.24538431677018635,0.1155494953416149,0.16038431677018633,0.205593148274815,1
2021,WI,16,16,471.91125,1002.1643750000001,446.64,948.49,12880,0.23342337927018633,0.10991721661490682,0.14842337927018634,0.18010641330391422,0
2021,WV,11,11,650.81,1382.080909090909,637.03,1352.82,12880,0.3219132552230378,0.1515861801242236,0.2369132552230378,0.20973733067750447,1
2021,WY,3,3,776.32,1648.61,798.84,1696.44,12880,0.3839930124223602,0.18081987577639752,0.2989930124223602,0.35125787223799687,1
2022,AK,3,3,709.0566666666667,1505.7700000000002,716.22,1520.98,16990,0.26588051795173634,0.12520129487934079,0.18088051795173632,0.21000617989373607,1
2022,AL,13,13,610.7576923076923,1297.026923076923,603.18,1280.94,13590,0.28631940906775344,0.13482509763966719,0.20131940906775342,0.19854898533309476,1
2022,AR,7,7,386.88,821.59,386.88,821.59,13590,0.18136644591611478,0.08540397350993377,0.09636644591611478,0.1037833145817777,0
2022,AZ,7,7,494.0157142857143,1049.1,500.46,1062.79,13590,0.2315894039735099,0.10905424156417534,0.1465894039735099,0.20474757727743675,1
2022,DE,1,1,548.19,1164.14,548.19,1164.14,13590,0.2569845474613687,0.1210132450331126,0.17198454746136865,0.22592096885432614,1
2022,FL,67,67,503.37656716417916,1068.9853731343285,473.0,1004.48,13590,0.2359791110671807,0.11112065500313006,0.1509791110671807,0.20837611750284935,1
2022,GA,16,16,362.3725,769.543125,361.485,767.665,13590,0.16987706953642384,0.0799939293598234,0.08487706953642384,0.1758417431723521,0
2022,HI,1,1,486.61,1033.38,486.61,1033.38,15630,0.19834548944337815,0.09339923224568138,0.11334548944337815,0.12671822023069465,0
2022,IA,7,7,465.7957142857143,989.1771428571428,441.13,936.79,13590,0.21836140018921474,0.1028246609902239,0.13336140018921472,0.2897810668854524,1
2022,IL,13,13,509.1807692307693,1081.31,545.5,1158.44,13590,0.2386997792494481,0.11240193581253184,0.1536997792494481,0.18891628633995464,1
2022,IN,17,17,393.5605882352941,835.7817647058823,398.08,845.37,13590,0.18449928580703803,0.08687871704973381,0.09949928580703803,0.0925341107508569,0
2022,KS,7,7,458.19,973.0271428571428,459.5,975.81,13590,0.21479627877641122,0.10114569536423841,0.1297962787764112,0.1768675701832235,0
2022,LA,8,8,536.02,1138.30875,521.3299999999999,1107.105,13590,0.2512822847682119,0.11832671081677704,0.16628228476821189,0.1673643045439331,0
2022,MI,16,16,374.178125,794.615,374.07500000000005,794.4,13590,0.17541169977924947,0.082600027593819,0.09041169977924947,0.12112297059750955,0
2022,MO,10,10,487.17600000000004,1034.581,482.03,1023.6500000000001,13590,0.22838432671081674,0.10754437086092718,0.14338432671081675,0.1996475182231173,1
2022,MS,6,6,449.09666666666664,953.7199999999999,450.45,956.595,13590,0.21053421633554084,0.0991383370125092,0.12553421633554085,0.17758080447304966,0
2022,MT,4,4,475.0375,1008.8025,486.82,1033.8249999999998,13590,0.22269370860927154,0.10486479028697573,0.13769370860927155,0.17683378914531542,0
2022,NC,16,16,508.93062499999996,1080.780625,488.615,1037.635,13590,0.23858291942604856,0.11234671633554083,0.15358291942604857,0.2294809392563836,1
2022,ND,4,4,451.06000000000006,957.895,428.1,909.14,13590,0.2114558498896247,0.09957174392935984,0.12645584988962472,0.09917278735374101,0
2022,NE,4,4,621.085,1318.9575,586.6,1245.72,13590,0.2911605960264901,0.1371048565121413,0.20616059602649006,0.31179552797547305,1
