download_priority_order,queue_role,country,wave,idno,requirement,file_rank,file_id,expected_file_name,expected_file_key,candidate_variable_rows,strong_candidate_variable_rows,top_variable_names,official_core_file_match_status,matched_local_locations
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,consumption_or_income,1,F12,HH_MOD_I1,hh_mod_i1,5,5,case_id;hh_i01;hh_i02;hh_i03;HHID,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,consumption_or_income,2,F13,HH_MOD_I2,hh_mod_i2,3,3,case_id;hh_i04;hh_i05,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,consumption_or_income,3,F8,HH_MOD_G1,hh_mod_g1,2,2,hh_g00_2;hh_g00_1,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,consumption_or_income,4,F15,HH_MOD_K1,hh_mod_k1,1,1,hh_k03,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,consumption_or_income,5,F16,HH_MOD_K2,hh_mod_k2,1,1,hh_k03,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,health_need_and_access,1,F5,HH_MOD_D,hh_mod_d,7,4,hh_d04;hh_d05_oth;hh_d34a;hh_d34b;hh_d11;hh_d13;hh_d14,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,health_need_and_access,2,F89,COM_CD,com_cd,4,4,com_cd60a;com_cd53;com_cd54;com_cd51a,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,health_need_and_access,3,F101,AG_MOD_D,ag_mod_d,1,0,ag_d25_2a,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,household_person_keys,1,F3,HH_MOD_B,hh_mod_b,1,1,case_id,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,household_person_keys,2,F102,AG_MOD_J,ag_mod_j,1,1,case_id,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,household_person_keys,3,F34,AG_MOD_B1,ag_mod_b1,1,1,case_id,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,household_person_keys,4,F36,AG_MOD_C,ag_mod_c,1,1,case_id,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,household_person_keys,5,F46,AG_MOD_I1,ag_mod_i1,1,1,case_id,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,household_person_keys,6,F55,AG_MOD_O1,ag_mod_o1,1,1,case_id,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,household_person_keys,7,F56,AG_MOD_O2,ag_mod_o2,1,1,case_id,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,household_person_keys,8,F1,HH_METADATA,hh_metadata,1,1,case_id,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,oop_health_expenditure,1,F5,HH_MOD_D,hh_mod_d,10,10,hh_d11;hh_d12;hh_d12_1;hh_d15;hh_d16;hh_d10;hh_d14;hh_d19;hh_d20;hh_d21,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,survey_timing,1,F1,HH_METADATA,hh_metadata,10,10,moduleB_start_date;moduleF_start_date;moduleJ_start_date;moduleK_start_date;moduleL_start_date;moduleM_start_date;moduleN_start_date;moduleO_start_date;moduleP_start_date;moduleQ_start_date,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,survey_timing,2,F86,COM_CA,com_ca,1,1,InterviewDate,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,survey_timing,3,F2,HH_MOD_A_FILT,hh_mod_a_filt,1,1,interviewDate,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,weights_and_design,1,F2,HH_MOD_A_FILT,hh_mod_a_filt,1,1,ea_id,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,weights_and_design,2,F99,IHS4 Consumption Aggregate,ihs4 consumption aggregate,1,1,ea_id,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,weights_and_design,3,F100,com_ch,com_ch,1,1,ea_id,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,weights_and_design,4,F86,COM_CA,com_ca,1,1,ea_id,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,weights_and_design,5,F87,COM_CB,com_cb,1,1,ea_id,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,weights_and_design,6,F88,COM_CC,com_cc,1,1,ea_id,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,weights_and_design,7,F89,COM_CD,com_cd,1,1,ea_id,missing_expected_core_file,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,weights_and_design,8,F90,COM_CE,com_ce,1,1,ea_id,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,climate_geography,1,F82,HouseholdGeovariables.NSDstat,householdgeovariables.nsdstat,3,3,ea_id;lat_modified;lon_modified,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,climate_geography,2,F83,PlotGeovariables.NSDstat,plotgeovariables.nsdstat,1,1,ea_id,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,climate_geography,3,F1,HH_MOD_A_FILT.NSDstat,hh_mod_a_filt.nsdstat,1,1,ea_id,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,climate_geography,4,F10,HH_MOD_H.NSDstat,hh_mod_h.nsdstat,1,1,ea_id,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,climate_geography,5,F11,HH_MOD_I1.NSDstat,hh_mod_i1.nsdstat,1,1,ea_id,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,climate_geography,6,F12,HH_MOD_I2.NSDstat,hh_mod_i2.nsdstat,1,1,ea_id,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,climate_geography,7,F13,HH_MOD_J.NSDstat,hh_mod_j.nsdstat,1,1,ea_id,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,climate_geography,8,F14,HH_MOD_K.NSDstat,hh_mod_k.nsdstat,1,1,ea_id,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,consumption_or_income,1,F84,Round 1 (2010) Consumption Aggregate.NSDstat,round 1 (2010) consumption aggregate.nsdstat,7,7,rexp_cat01;rexp_cat011;epoor;pcrexpagg;poor;rexp_cat012;rexp_cat02,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,consumption_or_income,2,F85,ihs3fc2M_consumption.NSDstat,ihs3fc2m_consumption.nsdstat,4,4,exp_cat01;exp_cat011;rexp_cat01;rexp_cat011,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,consumption_or_income,3,F25,HH_MOD_T.NSDstat,hh_mod_t.nsdstat,1,1,hh_t01,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,health_need_and_access,1,F73,COM_CD.NSDstat,com_cd.nsdstat,6,6,com_cd60a;com_cd60b;com_cd53;com_cd54;com_cd51a;com_cd51b,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,health_need_and_access,2,F4,HH_MOD_D.NSDstat,hh_mod_d.nsdstat,6,5,hh_d04;hh_d05a;hh_d05a_os;hh_d05b;hh_d05b_os;hh_d34a,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,household_person_keys,1,F82,HouseholdGeovariables.NSDstat,householdgeovariables.nsdstat,1,1,case_id,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,household_person_keys,2,F1,HH_MOD_A_FILT.NSDstat,hh_mod_a_filt.nsdstat,1,1,case_id,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,household_person_keys,3,F10,HH_MOD_H.NSDstat,hh_mod_h.nsdstat,1,1,case_id,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,household_person_keys,4,F11,HH_MOD_I1.NSDstat,hh_mod_i1.nsdstat,1,1,case_id,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,household_person_keys,5,F12,HH_MOD_I2.NSDstat,hh_mod_i2.nsdstat,1,1,case_id,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,household_person_keys,6,F13,HH_MOD_J.NSDstat,hh_mod_j.nsdstat,1,1,case_id,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,household_person_keys,7,F14,HH_MOD_K.NSDstat,hh_mod_k.nsdstat,1,1,case_id,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,household_person_keys,8,F15,HH_MOD_L.NSDstat,hh_mod_l.nsdstat,1,1,case_id,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,oop_health_expenditure,1,F4,HH_MOD_D.NSDstat,hh_mod_d.nsdstat,5,4,hh_d11;hh_d15;hh_d16;hh_d21;hh_d14,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,survey_timing,1,F1,HH_MOD_A_FILT.NSDstat,hh_mod_a_filt.nsdstat,4,4,hh_a23_1;hh_a23_2;hh_a23b_1;hh_a23b_2,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,survey_timing,2,F31,AG_MOD_B.NSDstat,ag_mod_b.nsdstat,2,2,ag_b05a;ag_b05b,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,survey_timing,3,F36,AG_MOD_G.NSDstat,ag_mod_g.nsdstat,2,2,ag_g12a;ag_g12b,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,survey_timing,4,F42,AG_MOD_M.NSDstat,ag_mod_m.nsdstat,2,2,ag_m12a;ag_m12b,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,survey_timing,5,F70,COM_CA.NSDstat,com_ca.nsdstat,1,1,com_ca07,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,survey_timing,6,F84,Round 1 (2010) Consumption Aggregate.NSDstat,round 1 (2010) consumption aggregate.nsdstat,1,1,intmonth,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,weights_and_design,1,F84,Round 1 (2010) Consumption Aggregate.NSDstat,round 1 (2010) consumption aggregate.nsdstat,2,2,hhweight;strata,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,weights_and_design,2,F82,HouseholdGeovariables.NSDstat,householdgeovariables.nsdstat,1,1,ea_id,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,weights_and_design,3,F1,HH_MOD_A_FILT.NSDstat,hh_mod_a_filt.nsdstat,1,1,ea_id,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,weights_and_design,4,F10,HH_MOD_H.NSDstat,hh_mod_h.nsdstat,1,1,ea_id,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,weights_and_design,5,F11,HH_MOD_I1.NSDstat,hh_mod_i1.nsdstat,1,1,ea_id,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,weights_and_design,6,F12,HH_MOD_I2.NSDstat,hh_mod_i2.nsdstat,1,1,ea_id,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,weights_and_design,7,F13,HH_MOD_J.NSDstat,hh_mod_j.nsdstat,1,1,ea_id,missing_expected_core_file,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,weights_and_design,8,F14,HH_MOD_K.NSDstat,hh_mod_k.nsdstat,1,1,ea_id,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,climate_geography,1,F22,CSEC1.NSDstat,csec1.nsdstat,12,12,GPS_Manual_Health;cgpsdlg2;cgpsdlg3;cgpsdlg4;cgpsdlg5;cgpsdlt2;cgpsdlt3;cgpsdlt4;cgpsdlt5;cgpsmlg2_min;cgpsmlg2_sec;cgpsmlg3_min,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,consumption_or_income,1,F87,GSEC15B.NSDstat,gsec15b.nsdstat,8,8,h15bq14;h15bq15;h15bq2d;h15bq3a;h15bq3b;h15bq4;h15bq5;itmcd,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,consumption_or_income,2,F102,UNPS 2011-12 Consumption Aggregate.NSDstat,unps 2011-12 consumption aggregate.nsdstat,2,2,welfare;cpexp30,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,consumption_or_income,3,F88,GSEC15BB.NSDstat,gsec15bb.nsdstat,1,1,h15bq14,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,consumption_or_income,4,F89,GSEC15C.NSDstat,gsec15c.nsdstat,1,1,h15cq2,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,health_need_and_access,1,F51,CSEC4l.NSDstat,csec4l.nsdstat,2,2,c4lq102;c4lq102_other,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,health_need_and_access,2,F24,CSEC2b.NSDstat,csec2b.nsdstat,2,2,c2bq10;c2bq9,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,health_need_and_access,3,F42,CSEC4c.NSDstat,csec4c.nsdstat,2,2,c4cq46;c4cq48,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,health_need_and_access,4,F53,CSEC4n.NSDstat,csec4n.nsdstat,1,1,End_sup_health,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,health_need_and_access,5,F41,CSEC4ab.NSDstat,csec4ab.nsdstat,1,1,c4bq23,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,health_need_and_access,6,F43,CSEC4d.NSDstat,csec4d.nsdstat,1,1,End_Diseases,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,health_need_and_access,7,F44,CSEC4e.NSDstat,csec4e.nsdstat,1,1,c4e61,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,health_need_and_access,8,F45,CSEC4f.NSDstat,csec4f.nsdstat,1,1,c4fq72,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,household_person_keys,1,F71,GSEC2.NSDstat,gsec2.nsdstat,2,2,PID;HHID,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,household_person_keys,2,F102,UNPS 2011-12 Consumption Aggregate.NSDstat,unps 2011-12 consumption aggregate.nsdstat,1,1,HHID,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,household_person_keys,3,F70,GSEC1.NSDstat,gsec1.nsdstat,1,1,HHID,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,household_person_keys,4,F72,GSEC3.NSDstat,gsec3.nsdstat,1,1,PID,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,household_person_keys,5,F73,GSEC4.NSDstat,gsec4.nsdstat,1,1,PID,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,household_person_keys,6,F74,GSEC5.NSDstat,gsec5.nsdstat,1,1,PID,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,household_person_keys,7,F75,GSEC6A.NSDstat,gsec6a.nsdstat,1,1,PID,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,household_person_keys,8,F76,GSEC6B.NSDstat,gsec6b.nsdstat,1,1,PID,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,oop_health_expenditure,1,F75,GSEC6A.NSDstat,gsec6a.nsdstat,2,2,h6q7;h6q8,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,oop_health_expenditure,2,F14,AGSEC7B.NSDstat,agsec7b.nsdstat,2,0,a7bq7c;a7bq8c,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,oop_health_expenditure,3,F74,GSEC5.NSDstat,gsec5.nsdstat,1,1,h5q12,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,survey_timing,1,F22,CSEC1.NSDstat,csec1.nsdstat,8,8,End_Time;c1bq2a;c1bq2c;c1bq4c;c1bq5a;c1bq5c;c1bq6a;c1bq6c,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,survey_timing,2,F1,AGSEC1.NSDstat,agsec1.nsdstat,2,2,a1bq2;a1bq2s,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,survey_timing,3,F20,AGSEC9.NSDstat,agsec9.nsdstat,1,1,a9q7,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,survey_timing,4,F36,CSEC3i.NSDstat,csec3i.nsdstat,1,1,c3iq46a,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,weights_and_design,1,F22,CSEC1.NSDstat,csec1.nsdstat,8,0,End_health_accountability;GPS_Manual_Health;Health_Visit;Number_Satellites_Health;Reason_Comm_Org_Not_Done;Reason_Edu_Not_Done;Reason_Health_Not_Done;Reason_Road_Inf_Not_Done,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,weights_and_design,2,F70,GSEC1.NSDstat,gsec1.nsdstat,2,0,reason;year,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,weights_and_design,3,F105,AGSEC2B.NSDstat,agsec2b.nsdstat,1,0,Weather_Condition,missing_expected_core_file,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,weights_and_design,4,F104,AGSEC2A.NSDstat,agsec2a.nsdstat,1,0,Weather_Condition,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,climate_geography,1,F100,pov2018_19,pov2018_19,4,4,qurban;regurb;urban;district,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,climate_geography,2,F71,GSEC1,gsec1,4,4,urban;district_code;s1aq07;regurb,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,climate_geography,3,F101,WSEC1A,wsec1a,2,2,urban;regurb,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,climate_geography,4,F1,AGSEC1,agsec1,2,2,region;urban,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,consumption_or_income,1,F100,pov2018_19,pov2018_19,7,7,cpexp30;fcpexp30;nrrexp30;fnrfxp30;hpline;ctpline;spline,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,consumption_or_income,2,F93,GSEC15B,gsec15b,3,0,CEB03;CEB04;CEB07,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,consumption_or_income,3,F97,GSEC15E,gsec15e,1,1,CEE02_1,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,consumption_or_income,4,F83,GSEC7_2,gsec7_2,1,0,IncomeSource,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,health_need_and_access,1,F43,CSEC4B,csec4b,4,4,s4bq23;s4bq26;s4bq27;s4bq28,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,health_need_and_access,2,F25,CSEC2B,csec2b,2,2,s2bq09;s2bq10,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,health_need_and_access,3,F44,CSEC4C,csec4c,2,2,healthservice_id;s4cq46,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,health_need_and_access,4,F45,CSEC4D,csec4d,2,2,s4eq61;s4eq61_v2,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,health_need_and_access,5,F52,CSEC4L,csec4l,1,1,health_water_id,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,health_need_and_access,6,F46,CSEC4F,csec4f,1,1,s4fq65,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,household_person_keys,1,F72,GSEC2,gsec2,2,2,hhid;t0_hhid,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,household_person_keys,2,F71,GSEC1,gsec1,1,1,hhid,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,household_person_keys,3,F73,GSEC2B,gsec2b,1,1,hhid,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,household_person_keys,4,F74,GSEC4,gsec4,1,1,hhid,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,household_person_keys,5,F75,GSEC5,gsec5,1,1,hhid,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,household_person_keys,6,F76,GSEC6_1,gsec6_1,1,1,hhid,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,household_person_keys,7,F78,GSEC6_3,gsec6_3,1,1,hhid,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,household_person_keys,8,F80,GSEC6_5,gsec6_5,1,1,hhid,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,oop_health_expenditure,1,F78,GSEC6_3,gsec6_3,2,0,t33;t34,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,survey_timing,1,F21,CSEC1B,csec1b,9,9,s1bq3b_v2;s1bq4b_v2;s1bq2b;s1bq2c;s1bq3a_v2;s1bq3b;s1bq3c;s1bq4a_v2;s1bq4b,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,survey_timing,2,F90,GSEC12_2,gsec12_2,1,1,t0_entStartYear,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,survey_timing,3,F101,WSEC1A,wsec1a,1,1,month,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,survey_timing,4,F71,GSEC1,gsec1,1,1,month,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,weights_and_design,1,F92,GSEC15A,gsec15a,5,0,CEA01;CEA01A;CEA01B;CEA01C;CEA01D,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,weights_and_design,2,F20,CSEC1A,csec1a,2,0,EA_code;t0_EA_code,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,weights_and_design,3,F101,WSEC1A,wsec1a,1,0,year,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,weights_and_design,4,F71,GSEC1,gsec1,1,0,year,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,weights_and_design,5,F81,GSEC6_6,gsec6_6,1,0,reason_sampleWoman,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,weights_and_design,6,F90,GSEC12_2,gsec12_2,1,0,t0_entStartYear,missing_expected_core_file,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,weights_and_design,7,F105,WSEC5,wsec5,1,0,reason_id,missing_expected_core_file,
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,climate_geography,1,F6,AGSEC2B,agsec2b,3,3,GPS_Manual;GPS_Not_Captured;Visit_GPS_Parcel,missing_expected_core_file,
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,climate_geography,2,F83,gsec1,gsec1,4,4,urban;ea;sregion;h1aq5,missing_expected_core_file,
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,climate_geography,3,F1,AGSEC1,agsec1,3,2,urban;sregion;h1aq5,missing_expected_core_file,
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,climate_geography,4,F114,pov2015_16,pov2015_16,2,2,regurb;urban,missing_expected_core_file,
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,consumption_or_income,1,F114,pov2015_16,pov2015_16,10,5,cpexp30;nrrexp30;hpline;ctpline;spline;district;equiv;hh;hsize;plinen,missing_expected_core_file,
